,x,y,labels
0,9.314396340589951,28.349354164481245,9
1,-13.331862923867293,-19.013938934826673,0
2,7.609065038328115,9.27004770519408,0
3,6.087335465063111,7.148100061934821,3
4,-12.806585072106614,-2.66232457367278,0
5,4.534117090606577,-29.238371266768162,2
6,-33.897717200960145,5.086267825561766,7
7,5.646992819703389,-35.00409202515719,2
8,7.616048962729107,16.45986271232962,5
9,3.237004687620271,19.26263170993444,5
10,-5.580019937279477,-13.85524346527567,0
11,22.81834956035008,20.795487191772857,9
12,-9.880773527189776,18.789598461353666,5
13,-21.157113585545684,13.35078937704101,5
14,-33.42601121102905,-1.689153153125501,7
15,1.997889744184591,31.682396898325116,9
16,10.099166837805996,-1.1510419251451354,1
17,-13.125427388123319,-11.882014459552353,0
18,4.333026253895045,-21.491794285156427,6
19,17.6442504872137,-1.3725193440585923,4
20,-7.992927103718978,3.106651928949847,3
21,7.6058268140761625,0.21315457648976707,1
22,27.747695680751896,-6.005896911468923,4
23,-18.8048902251401,-5.4262913726051645,8
24,22.200586551293377,-19.420580274505994,4
25,24.83292356203725,14.575066116752955,3
26,-1.8142050674496293,-17.3458466717948,0
27,4.951743873384396,-31.18409882069368,2
28,24.537670612627753,-11.76803540598913,4
29,15.047462273448563,-24.51731670353971,4
30,-31.74458065585276,19.035784602412612,5
31,4.49383669164486,11.041405245179849,3
32,13.741812083428119,-19.94158225139653,6
33,20.908068773360064,0.38814585575501104,6
34,14.671634559390615,7.538913720861969,0
35,-14.497373601822485,-24.668737497437572,8
36,-12.57271977196314,-26.9291330523505,5
37,12.161842908387706,-7.802009524272117,2
38,0.891376250409273,-2.3851172165116394,1
39,19.799293456271794,-20.2168201847287,6
40,12.739888808512438,-21.555317305857468,6
41,-15.597680607269394,27.085970013841255,7
42,0.506564666858536,29.26748273161047,9
43,-17.514156011722815,19.317569195329504,5
44,15.428749509024648,19.644340529930275,9
45,9.277501437325371,-18.266325812245004,2
46,-26.013721757413006,6.039512640540956,7
47,21.535369372040783,11.25237962108415,3
48,-4.48840646184264,-16.162129556403016,0
49,28.741955895784248,11.17489584367751,3
50,-10.703537029694816,5.66608667593047,3
51,-10.355892756487851,4.426950698275334,3
52,-27.810965074546914,9.172498205421084,7
53,12.453380964843323,-28.377717687502187,2
54,24.78649548620312,-4.128487204968118,2
55,-11.536439490147268,-17.468760510075292,6
56,-6.54585254689649,-7.987911750002464,6
57,-13.625965278385063,-30.392580234097053,8
58,-13.407807277437342,4.76148618885715,3
59,-11.888938899289533,11.970427927452917,3
60,0.9141759726959178,21.56426907335801,5
61,1.196463339937378,-14.541864029903639,0
62,-20.846849358006697,18.03835665903395,5
63,-32.07239622052863,20.755508155744245,5
64,-7.191497709854331,-4.7648919294961525,0
65,3.4516484245945036,-25.957544559532405,2
66,-15.21849831315656,-16.267248599001654,0
67,-6.695213835626433,-3.743573623111403,0
68,12.595273524028022,-17.244809200071234,4
69,-1.8036317200172818,8.949443602869628,1
70,3.949482840943774,-14.470553396062499,3
71,7.235572639012532,-5.385528302515734,1
72,-4.182725561917668,-10.12574925074465,6
73,-13.07280835116534,1.3648528336364787,3
74,3.158015775268798,-5.311349532672913,1
75,30.93427666290058,5.82929775618206,4
76,25.09931445146768,7.79339660821366,4
77,-1.7303472629190586,-18.46365140366171,6
78,0.6477279573919938,2.768953361245106,1
79,10.387451880443233,21.982832859249136,9
80,5.7968893898965925,-0.8368851614776281,1
81,7.550884281826665,11.49698852491023,3
82,3.3697628794562338,16.009612991211526,5
83,-31.553172770969706,11.06976577291842,7
84,17.610036830108722,27.591567205189172,9
85,-14.394358245342207,22.14919656830597,7
86,6.294126603327615,-3.458305599151644,1
87,-33.78298233252222,3.8811739056710906,7
88,19.81943186963533,21.81438709829475,9
89,-8.728281085797008,29.046619784813146,9
90,-1.1216216061640716,24.541458541855594,9
91,2.188118053719979,11.516477121368917,3
92,17.506558446522654,-0.3127486990824715,2
93,-0.7133860024277834,28.65397958924102,9
94,20.55035435375565,13.572479076985465,3
95,15.86075798346674,-14.409135648341417,6
96,15.38582562483758,8.87092130469919,4
97,-2.183529705778688,-4.444106406068958,1
98,10.193421364139253,1.6548954656102879,1
99,-25.487062998868762,-12.127819301643148,8
100,-22.711417768430906,-23.9200266452646,8
101,-8.258814786379792,-5.527143831117643,0
102,-4.7509525651488405,1.2783814033082264,1
103,-3.090010824464769,-4.102935059909857,1
104,17.512672017268052,-11.286615098559688,6
105,-21.70386132884854,-2.9223194604252183,8
106,5.752660280717007,-0.5871371041168749,1
107,-2.507316957871649,33.19133824936856,9
108,-32.16861967929706,11.818967197616724,7
109,-24.60111286758391,-9.938950757546994,8
110,-23.27230826322131,-0.555554290812009,8
111,-5.703557116325693,26.038279651732807,9
112,19.346845686378952,-15.40787691864759,6
113,5.521068236350609,8.425078340735906,6
114,-10.05180333664951,0.454475614012996,3
115,1.2932176782644087,5.55175212341542,1
116,7.06960507467259,18.85138661623543,5
117,3.3773861269180165,-21.490700041730413,4
118,18.51671406233244,-3.3010840660561755,6
119,-31.495042261846503,6.6063167995179555,7
120,-21.53924484216111,19.395854027013712,5
121,-18.64055773567276,18.553160219582804,5
122,10.22252403716016,25.21565720680233,9
123,15.522453964309497,-6.9505169279236805,2
124,5.341222139154815,-27.78933196066842,2
125,12.364408360092792,-13.527828828493025,2
126,-28.84571799848394,5.949643651431894,7
127,-1.138597845269844,-7.206620938389144,6
128,32.13539181475452,-1.272736874270929,4
129,4.21121738532947,1.1712034285687305,1
130,-23.223519645382037,-1.7984551203562533,8
131,-32.2107456451164,-2.1954684510506457,7
132,-28.2935450485377,6.01832324614426,7
133,-15.637294069673594,17.041814681841455,5
134,23.60893159276254,-8.881049458392013,4
135,12.060897198624016,-32.12319866566059,2
136,20.185158948283966,20.45926797196325,9
137,1.3876322501920848,4.093857202960275,1
138,-33.384029025673826,2.612943216242367,7
139,16.656894968143558,-31.170848296117317,4
140,18.00020449642321,-13.92807110861627,6
141,-12.137191842898087,30.690761451531433,9
142,-8.335995635649025,26.042218659527855,7
143,3.752454725828795,-2.594779353214813,1
144,-22.565490529049956,-6.479068260819434,8
145,-19.796564800732476,10.364908552502099,7
146,2.408041021403833,0.1557968877500158,1
147,21.12039362960819,-31.608383499834783,2
148,-18.689933289655695,0.7956017009298636,8
149,-7.1617645997341075,-16.208909318284896,0
150,19.479534670655024,27.48669502116737,9
151,7.879975954223179,0.4687970113380606,1
152,-19.666853019400488,-0.4754168842570466,8
153,-14.482895902056278,26.997047023186298,7
154,-9.428752794993576,-18.943576722703753,0
155,-23.061129386448833,18.343009409316572,5
156,-24.92124023056513,-19.074454229728733,8
157,-1.529385439607873,-21.66465706006147,6
158,-28.474242773045646,-1.9591132661770647,7
159,24.322557645136538,-23.162367797062902,2
160,-11.015956857756287,-1.8183389285120721,0
161,-19.852319988599696,-1.7619790875057861,8
162,-30.714848725307085,12.106717977413597,7
163,4.853538036874727,-8.20250743076367,1
164,-4.194768657156277,-10.274409315520085,6
165,-16.970910646135223,0.8065085075820911,2
166,14.30741903309262,-4.270532689161623,1
167,-11.616112137605157,31.25523542860717,9
168,18.755342968462443,-24.288051026715237,6
169,7.819928791286836,-33.10287599744324,0
170,1.8649251096411388,-3.610332558132721,1
171,-11.66079545964144,-18.085487722007148,0
172,4.307635198550268,20.029066396189855,5
173,6.005072055885096,16.431456578247463,5
174,5.667129183462869,0.2164424000221961,1
175,-18.33298658382399,26.73378796671078,7
176,-9.0589576664573,-18.602542304818957,0
177,-7.553837156983831,21.08830160637448,5
178,-21.560996002717555,-3.081845977645986,8
179,27.7427336482603,-24.764585452885303,4
180,-0.6968651478982545,-13.533587463235177,0
181,32.36069646134083,-1.9203880744834874,4
182,-19.154581339484402,4.322954562282155,0
183,16.67409607592615,-2.656756157031679,6
184,17.51208794995589,-12.593940396295167,6
185,14.646400728964437,-15.869324043281502,4
186,-12.100123802433012,0.0034432648221215025,0
187,14.432415768773174,3.6519210798730346,0
188,14.50990093799757,-21.472647916399534,4
189,-30.08954235669569,12.457897761797305,7
190,21.616716255245105,9.861071062297762,3
191,-10.93589571520615,-12.879757701647103,0
192,-0.832200000722797,15.722883229511979,5
193,-22.69055637751227,0.2499959191810029,8
194,26.146683841553603,-13.853348616989743,4
195,0.020046116077358376,2.911928317904185,1
196,-1.26806009280112,0.3467973320903541,1
197,-2.0223104985041034,-28.505078655200215,2
198,-1.1490999498847703,24.211701862590875,9
199,1.6192581415347593,-20.49620770936162,2
200,-12.156687818678789,-29.596105369643833,8
201,-25.936220752660386,12.499549705313864,5
202,12.485708007892036,7.669977097286479,0
203,8.942568207239674,-19.75554588832241,6
204,1.6169827458813064,-21.566228458276182,3
205,8.695892879593211,-32.337097683925435,4
206,-2.241623758897454,-16.111668686177754,6
207,0.6774141121246892,-9.870601963702178,0
208,9.373646829399304,29.8717452545876,9
209,-2.452758148409754,10.325501588075502,1
210,-34.33640554057833,0.920665138861062,7
211,-10.842828723875726,1.0402407873647719,3
212,-18.134324314594245,-23.069239783152977,8
213,8.189013988208147,20.794085433943312,5
214,-18.843331890604585,-27.644212081981095,8
215,16.19449760358824,13.399383997068394,3
216,-20.08936760089098,-9.180639639884975,8
217,-9.325721482208083,18.93957498622696,5
218,-3.3678942969649657,-27.94202973889047,2
219,-7.1041800282146905,-11.022589523491412,0
220,-26.22298851110017,-16.67113666897115,8
221,-9.60801573818821,26.700202450247986,7
222,-13.746050746023279,-2.751692972288591,0
223,-13.87170551038558,2.445748791605186,3
224,-3.751327591784346,21.45031754588543,5
225,-15.212854961896431,-13.061287439634775,0
226,-17.79092721293286,-7.90684258047162,6
227,3.5100691977727028,24.10908155755936,5
228,31.95546441634251,-14.65255937335775,2
229,-31.53562132836174,4.081198077576044,7
230,-7.352810914420636,16.952082697143766,5
231,4.3496425999868,-19.995959378412255,2
232,-6.425424522273775,-4.673607814628374,6
233,-24.005765208764767,-14.37829392314626,8
234,-0.3326507848125649,-27.131129630139522,2
235,16.963304935153978,-11.196258092797034,6
236,-18.573240245989762,2.53755955538988,8
237,-10.071509205939586,-21.570354076491576,0
238,9.063497823457482,-29.79533276156475,4
239,28.912308694426972,-8.010111258542729,4
240,21.14217323353015,-15.96873581979996,4
241,7.894262918942599,-30.560334358930977,4
242,16.537562624837182,-27.985774286137175,4
243,-11.726610025179468,-4.543443450293355,1
244,-7.469218781992691,21.213619945895758,5
245,-13.871742664985069,-9.70591578361387,6
246,1.6787988329128065,21.89755809649652,5
247,-9.218488911045222,12.775242268927098,3
248,-10.147030505053925,3.4151221885645318,3
249,-16.03327218654491,25.111866124989984,7
250,-9.074214545425887,13.122614163037868,3
251,5.558663661968949,10.694915730888905,3
252,0.808992313241129,-17.53360727166074,6
253,5.991923559300133,-22.077690915574067,2
254,-20.906742280003318,-27.005229783125852,8
255,21.392010810471156,-15.952417209145892,4
256,14.115004221450986,1.968551882143906,6
257,-22.75179011325614,15.650223471567344,5
258,-0.47917459188599243,29.841039317691063,9
259,-10.962987390233534,12.321967322228394,3
260,25.645565859085092,-10.279668037354304,2
261,25.007955310746077,3.590405981650032,3
262,13.365169053779619,-12.562723756371303,2
263,6.981099752253764,-25.12316055128461,4
264,15.650082931325317,-26.652020077516973,4
265,-21.59708127099222,-9.57458784076119,8
266,1.1031100511666803,-29.65731621604695,2
267,-1.0582481987719263,21.25762173170145,5
268,-7.212047942957373,2.557801650199792,3
269,-1.0583802160018794,-21.903632925382134,0
270,-22.751143559202124,9.587242194918392,7
271,32.873543843153506,-11.628615996904122,2
272,-13.781009696338032,-16.889792901299437,0
273,7.984807126135936,-27.172063803847063,2
274,11.400939285836452,15.834428322824765,5
275,-20.767496623502794,26.16152295982098,7
276,23.52947244378299,-24.42626731947844,2
277,7.577560357261937,9.63522330201483,3
278,-0.9931337403721181,8.681897242655022,1
279,-32.48494243339625,1.8440477756840599,7
280,19.627445124039923,2.8868899171832356,6
281,11.3554140427822,-25.869004528749226,2
282,-6.874630988095747,23.99956626813645,9
283,1.030212997615092,-0.5043599442132176,1
284,11.26724699147881,32.129843697533225,9
285,5.4384473562802675,-6.714481221452433,1
286,6.249263325860029,2.851958524145486,1
287,29.113276523120494,4.9624743546187,8
288,-17.852290135737736,21.786754984966755,7
289,-5.667975490471538,-28.694041406810797,8
290,1.1782918068526251,-25.732420396472865,4
291,12.870238360128909,-9.634102144234099,2
292,13.009049747789259,2.7065632199648837,6
293,19.986090065847606,-2.4704048699706007,6
294,-19.727005999622502,13.674363085625396,7
295,3.481422498334645,29.49112901246401,9
296,20.372423808085635,-1.1323331946061683,4
297,12.495693231694041,-29.265615323901493,6
298,0.09699153890401467,-1.3694403194306666,1
299,14.666934977429925,31.169990976879014,9
300,-14.71678807187797,15.806369055431075,5
301,5.990190947793411,-31.720577217917082,6
302,1.3517507342725112,-14.381403319485575,0
303,3.1373872190659284,16.388580965535702,5
304,-11.23429603039316,-11.519429551683311,0
305,1.8151719664728896,7.425134703877226,1
306,8.322352765360709,-24.1695846893212,6
307,4.264280316931433,-9.821056931325682,1
308,0.007823431961526888,-0.5589792300329386,1
309,8.942356180914661,-19.918633526548618,6
310,-28.029070069489457,1.2035062843488302,7
311,-1.5332814533257764,-31.65872719710393,4
312,-0.7938914021147887,-30.996488882307762,4
313,-13.003215787336627,-29.944897126238242,8
314,13.540296716474213,-20.781638117870024,6
315,26.985709573219086,10.203536726243332,4
316,0.10583263450708076,-17.286015400966658,6
317,-13.778052547268151,29.873539405616032,9
318,-3.083962982209811,-21.140503329634342,3
319,-27.723839740447247,7.527515235751139,7
320,-23.792859889503738,19.130418767196613,5
321,-13.886401548167134,-9.893699871672203,0
322,-19.99675639843247,-2.1530237031251986,8
323,-8.936575091291582,3.098338419960679,3
324,29.948930757015347,3.4834144001174403,4
325,11.410800912865744,3.595079847330582,0
