,x,y,labels
0,-0.008386919522726157,-0.009275338943864224,2.0
1,-0.010967510144975063,0.018944773858062373,4.0
2,-0.013548100767369991,0.018395033585734265,1.0
3,-0.012257805456282614,-0.007535423047379249,1.0
4,-0.00903206717830802,-0.002932713470545351,1.0
5,-0.010967510145081972,-0.010869883083468042,5.0
6,-0.014193248423100591,-0.02401101511141418,4.0
7,-0.013548100767396525,0.02409717419527924,1.0
8,-0.008386919522745477,-0.014721815230114343,4.0
9,-0.009677214833911103,-0.004852212044180578,1.0
10,-0.011612657800733487,-0.011448368982750964,1.0
11,-0.012257805456279804,0.0003363232437782799,1.0
12,-0.014193248423054515,-0.004736737411514114,1.0
13,-0.012257805456361888,-0.014811258582058385,1.0
14,-0.010967510145099297,-0.00467565378843353,1.0
15,-0.012257805456277674,-0.0035576181743633933,1.0
16,-0.01225780545627933,0.0007798636854445709,1.0
17,-0.012257805456272874,0.0022574704506897057,1.0
18,-0.012902953111778217,0.01803452004781003,1.0
19,-0.010967510145095097,-0.005469717678175775,1.0
20,-0.012257805456280635,0.00017467821900576163,1.0
21,0.047984992918617145,2.3430576440002043e-12,5.0
22,-0.010322362489501443,-0.007321450801165907,1.0
23,-0.011612657800693413,-0.004616092287904059,1.0
24,-0.012902953111874584,0.00015143913839303513,1.0
25,-0.009677214833969144,-0.011615955367114654,1.0
26,-0.009677214833855936,0.017131498777115253,4.0
27,-0.009677214833831889,0.01413127029259737,1.0
28,-0.009032067178243293,0.013314446698964186,1.0
29,-0.01354810076747312,-0.009726164928879831,1.0
30,-0.010967510145101255,-0.005197399775140978,1.0
31,-0.014838396078665845,-0.006518457558740665,1.0
32,-0.008386919522710914,-0.009430298921239585,5.0
33,-0.014193248422964192,0.018069399662238937,1.0
34,-0.007096624211478583,0.009727232038566142,1.0
35,-0.010967510145099245,-0.005281944733022007,1.0
36,-0.009032067178255419,0.02097362027008343,4.0
37,-0.010967510145086547,-0.0039099078600979085,1.0
38,-0.011612657800598503,0.016324426953043522,1.0
39,-0.013548100767455502,0.0031611359585132304,1.0
40,-0.007096624211529074,0.00032206470118201257,1.0
41,-0.01612869138971309,0.023899001118023278,1.0
42,-0.013548100767505452,-0.033409876923674385,4.0
43,-0.014193248423071243,-0.006677436328998453,1.0
44,-0.010967510145086491,-0.012226089417522587,5.0
45,-0.013548100767360865,0.019815571640779687,1.0
46,-0.01483839607865651,-0.0003582157247091235,1.0
47,-0.014193248423056718,-0.004390008665899468,1.0
48,-0.006451476555903593,0.011370747234633256,4.0
49,-0.012902953111851245,0.012401825538795841,1.0
50,-0.010967510145087019,-0.003865569587086813,1.0
51,-0.010967510145039707,0.01991817067974402,4.0
52,-0.012902953111771955,0.01921670038393501,1.0
53,-0.008386919522713693,-0.0028942190138099622,1.0
54,-0.009677214833904806,0.0006090705140084215,1.0
55,-0.01354810076746891,-0.0008095814903901437,1.0
56,-0.01161265780059452,0.017085812495279084,1.0
57,-0.01483839607865423,0.001025000900036823,1.0
58,0.027121952519218742,1.3252470347333409e-12,5.0
